player_name,years_played,lat,lon,country,goals_scored
Ivan YAREMCHUK,1986 1990,0,0,Soviet Union,1
Jozsef KARDOS,1986,47.373,19.651,Hungary,0
Pavel YAKOVENKO,1986,0,0,Soviet Union,1
Aleksandr ZAVAROV,1986 1990,0,0,Soviet Union,2
Jozsef KIPRICH,1986,47.373,19.651,Hungary,0
Oleg KUZNETSOV,1986 1990,0,0,Soviet Union,0
Nikolai LARIONOV,1986,0,0,Soviet Union,0
Lajos DETARI,1986,47.373,19.651,Hungary,1
Igor BELANOV,1986,0,0,Soviet Union,12
Marton ESTERHAZY,1986,47.373,19.651,Hungary,1
Serguei ALEINIKOV,1986 1990,0,0,Soviet Union,1
Zoltan PETER,1986,47.373,19.651,Hungary,0
Vasili RATS,1986 1990,0,0,Soviet Union,1
Gyorgy BOGNAR,1986,47.373,19.651,Hungary,0
Gennadi MOROZOV,1986,0,0,Soviet Union,0
Laszlo DAJKA,1986,47.373,19.651,Hungary,0
Aleksandr BUBNOV,1986,0,0,Soviet Union,0
Laszlo DISZTL,1986,47.373,19.651,Hungary,0
Peter HANNICH,1986,47.373,19.651,Hungary,0
Gennadi LITOVCHENKO,1986 1990,0,0,Soviet Union,0
Jozsef NAGY,1986,47.373,19.651,Hungary,0
Gyozo BURCSA,1986,47.373,19.651,Hungary,0
Viktor CHANOV,1986 1990,0,0,Soviet Union,0
Jozsef SZENDREI,1986,47.373,19.651,Hungary,0
Kalman KOVACS,1986,47.373,19.651,Hungary,0
Oleg PROTASOV,1986 1990,0,0,Soviet Union,1
Gyula HAJSZAN,1986,47.373,19.651,Hungary,0
Sergei KRAKOVSKY,1986,0,0,Soviet Union,0
Jozsef ANDRUSCH,1986,47.373,19.651,Hungary,0
OH Yun Kyo,1986,36.342,128.038,Korea Republic,0
Sergio BATISTA,1986 1990,-33.241,-64.657,Argentina,0
PARK Kyung Hoon,1986 1990,36.342,128.038,Korea Republic,0
Jose BROWN,1986,-33.241,-64.657,Argentina,1
CHUNG Yong Hwan,1986 1990,36.342,128.038,Korea Republic,0
Jorge BURRUCHAGA,1986 1990,-33.241,-64.657,Argentina,3
CHOI Soon Ho,1986 1990,36.342,128.038,Korea Republic,1
Nestor CLAUSEN,1986,-33.241,-64.657,Argentina,0
PARK Chang Sun,1986,36.342,128.038,Korea Republic,1
CHA Bum Kun,1986,36.342,128.038,Korea Republic,0
KIM Pyung Seok,1986,36.342,128.038,Korea Republic,0
Oscar GARRE,1986,-33.241,-64.657,Argentina,0
CHO Min Kook,1986 1990,36.342,128.038,Korea Republic,0
Ricardo GIUSTI,1986 1990,-33.241,-64.657,Argentina,0
KIM Joo Sung,1986 1990 1994,36.342,128.038,Korea Republic,0
Pedro PASCULLI,1986,-33.241,-64.657,Argentina,1
HUH Jungmoo,1986,36.342,128.038,Korea Republic,1
Oscar RUGGERI,1986 1990 1994,-33.241,-64.657,Argentina,1
KIM Young Se,1986,36.342,128.038,Korea Republic,0
Luis ISLAS,1986 1994,-33.241,-64.657,Argentina,0
CHO Byung Duk,1986,36.342,128.038,Korea Republic,0
Hector ZELADA,1986,-33.241,-64.657,Argentina,0
CHUNG Jong Soo,1986 1990,36.342,128.038,Korea Republic,0
Sergio ALMIRON,1986,-33.241,-64.657,Argentina,0
CHO Kwang Rae,1986,36.342,128.038,Korea Republic,0
Ricardo BOCHINI,1986,-33.241,-64.657,Argentina,0
LEE Tae Ho,1986 1990,36.342,128.038,Korea Republic,0
Claudio BORGHI,1986,-33.241,-64.657,Argentina,0
KIM Jong Boo,1986,36.342,128.038,Korea Republic,1
CHO Young Jeung,1986,36.342,128.038,Korea Republic,0
Jose CUCIUFFO,1986,-33.241,-64.657,Argentina,0
NOH Soo Jin,1986 1990,36.342,128.038,Korea Republic,0
Hector ENRIQUE,1986,-33.241,-64.657,Argentina,0
YOO Byung Ok,1986,36.342,128.038,Korea Republic,0
KIM Sam Soo,1986,36.342,128.038,Korea Republic,0
Carlos TAPIA,1986,-33.241,-64.657,Argentina,0
BYUN Byung Joo,1986 1990,36.342,128.038,Korea Republic,0
Marcelo TROBBIANI,1986,-33.241,-64.657,Argentina,0
KANG Deuk Soo,1986,36.342,128.038,Korea Republic,0
Badou ZAKI,1986,32.805,-5.609,Morocco,0
Labid KHALIFA,1986,32.805,-5.609,Morocco,0
Marek OSTROWSKI,1986,52.331,19.367,Poland,0
Abdelmajid LAMRISS,1986,32.805,-5.609,Morocco,0
Mustafa EL BIYAZ,1986,32.805,-5.609,Morocco,0
Noureddine BOUYAHYAOUI,1986,32.805,-5.609,Morocco,0
Abdelmajid DOLMY,1986,32.805,-5.609,Morocco,0
Mustapha EL HADAOUI,1986 1994,32.805,-5.609,Morocco,0
Ryszard KOMORNICKI,1986,52.331,19.367,Poland,0
Aziz BOUDERBALA,1986,32.805,-5.609,Morocco,0
Dariusz KUBICKI,1986,52.331,19.367,Poland,0
Abdelkarim KRIMAU,1986,32.805,-5.609,Morocco,1
Mohamed TIMOUMI,1986,32.805,-5.609,Morocco,0
Mustafa MERRY,1986,32.805,-5.609,Morocco,0
Dariusz DZIEKANOWSKI,1986,52.331,19.367,Poland,0
Salaheddine HMIED,1986,32.805,-5.609,Morocco,0
Kazimierz PRZYBYS,1986,52.331,19.367,Poland,0
Abdelfettah RHIATI,1986,32.805,-5.609,Morocco,0
Lahcen OUDANI,1986,32.805,-5.609,Morocco,0
Ryszard TARASIEWICZ,1986,52.331,19.367,Poland,0
Mohammed EL HADDAOUI,1986,32.805,-5.609,Morocco,0
Jan URBAN,1986,52.331,19.367,Poland,0
Azeddine AMANALLAH,1986,32.805,-5.609,Morocco,0
Jan KARAS,1986,52.331,19.367,Poland,0
Abdelrazzak KHAIRI,1986,32.805,-5.609,Morocco,2
Mohamed SAHIL,1986,32.805,-5.609,Morocco,0
Fadel JILAL,1986,32.805,-5.609,Morocco,0
Andrzej ZGUTCZYNSKI,1986,52.331,19.367,Poland,0
Abdellah BIDAR,1986,32.805,-5.609,Morocco,0
Krzysztof PAWLAK,1986,52.331,19.367,Poland,0
Abdel Aziz SOULAYMANI,1986,32.805,-5.609,Morocco,0
Jozef WANDZIK,1986,52.331,19.367,Poland,0
Abdelfettah HOUDANI,1986,32.805,-5.609,Morocco,0
Jan FURTOK,1986,52.331,19.367,Poland,0
Larbi EL HADI,1986,29.409,2.493,Algeria,0
Abdellah MEDJADI,1986,29.409,2.493,Algeria,0
Mohamed KACI SAID,1986,29.409,2.493,Algeria,0
Alan McDONALD,1986,54.862,-6.758,Northern Ireland,0
Steven PENNEY,1986,54.862,-6.758,Northern Ireland,0
Nigel WORTHINGTON,1986,54.862,-6.758,Northern Ireland,0
Alim BEN MABROUK,1986,29.409,2.493,Algeria,0
Nasser DRID,1986,29.409,2.493,Algeria,0
James QUINN,1986,54.862,-6.758,Northern Ireland,0
Fathi CHEBEL,1986,29.409,2.493,Algeria,0
Ian STEWART,1986,54.862,-6.758,Northern Ireland,0
Djamel MENAD,1986,29.409,2.493,Algeria,0
Philip HUGHES,1986,54.862,-6.758,Northern Ireland,0
Rachid HARKOUK,1986,29.409,2.493,Algeria,0
Paul RAMSEY,1986,54.862,-6.758,Northern Ireland,0
Abdelhamid SADMI,1986,29.409,2.493,Algeria,0
Colin CLARKE,1986,54.862,-6.758,Northern Ireland,1
Fawzi BENKHALIDI,1986,29.409,2.493,Algeria,0
Mohamed CHAIB,1986,29.409,2.493,Algeria,0
Bernard McNALLY,1986,54.862,-6.758,Northern Ireland,0
Fadil MEGHARIA,1986,29.409,2.493,Algeria,0
David CAMPBELL,1986,54.862,-6.758,Northern Ireland,0
Mark CAUGHEY,1986,54.862,-6.758,Northern Ireland,0
Pablo LARIOS,1986,25.388,-103.061,Mexico,0
Mario TREJO,1986,25.388,-103.061,Mexico,0
Franky VAN DER ELST,1986 1990 1998,50.696,4.795,Belgium,0
Fernando QUIRARTE,1986,25.388,-103.061,Mexico,2
Michel DE WOLF,1986 1990 1994,50.696,4.795,Belgium,1
Tomas BOY,1986,25.388,-103.061,Mexico,0
Javier AGUIRRE,1986,25.388,-103.061,Mexico,0
Enzo SCIFO,1986 1990 1998,50.696,4.795,Belgium,3
Felix CRUZ,1986,25.388,-103.061,Mexico,0
Luis FLORES,1986,25.388,-103.061,Mexico,1
Philippe DESMET,1986,50.696,4.795,Belgium,0
Carlos MUNOZ,1986,25.388,-103.061,Mexico,0
Raul SERVIN,1986,25.388,-103.061,Mexico,1
Hugo BROOS,1986,50.696,4.795,Belgium,0
Manuel NEGRETE,1986,25.388,-103.061,Mexico,1
Armando MANZO,1986,25.388,-103.061,Mexico,0
Francisco CRUZ,1986,25.388,-103.061,Mexico,0
Georges GRUN,1986 1990 1994,50.696,4.795,Belgium,1
Carlos DE LOS COBOS,1986,25.388,-103.061,Mexico,0
Leo CLIJSTERS,1986 1990,50.696,4.795,Belgium,1
Miguel ESPANA,1986,25.388,-103.061,Mexico,0
Leo VAN DER ELST,1986,50.696,4.795,Belgium,0
Alejandro DOMINGUEZ,1986,25.388,-103.061,Mexico,0
Nico CLAESEN,1986 1990,50.696,4.795,Belgium,3
Carlos HERMOSILLO,1986 1994,25.388,-103.061,Mexico,0
Ignacio RODRIGUEZ,1986,25.388,-103.061,Mexico,0
Daniel VEYT,1986,50.696,4.795,Belgium,1
Rafael AMADOR,1986,25.388,-103.061,Mexico,0
Gilbert BODART,1986 1990,50.696,4.795,Belgium,0
Javier HERNANDEZ,1986,25.388,-103.061,Mexico,0
Stephane DEMOL,1986 1990,50.696,4.795,Belgium,1
Olaf HEREDIA,1986,25.388,-103.061,Mexico,0
Patrick VERVOORT,1986 1990,50.696,4.795,Belgium,1
BENTO,1986,40.075,-8.027,Portugal,0
ANTONIO SOUSA,1986,40.075,-8.027,Portugal,0
Gary STEVENS,1986 1990,52.449,-1.033,England,0
ALVARO,1986,40.075,-8.027,Portugal,0
CARLOS MANUEL,1986,40.075,-8.027,Portugal,1
PACHECO,1986,40.075,-8.027,Portugal,0
FREDERICO,1986,40.075,-8.027,Portugal,0
GOMES,1986 2010,40.075,-8.027,Portugal,0
OLIVEIRA,1986 1998,40.075,-8.027,Portugal,0
Mark HATELEY,1986,52.449,-1.033,England,0
DIAMANTINO,1986,40.075,-8.027,Portugal,1
Gary LINEKER,1986 1990,52.449,-1.033,England,19
INACIO,1986,40.075,-8.027,Portugal,0
Chris WADDLE,1986 1990,52.449,-1.033,England,0
ANDRE,1986,40.075,-8.027,Portugal,0
Terry FENWICK,1986,52.449,-1.033,England,0
JOAO PINTO,1986 2002,40.075,-8.027,Portugal,0
Alvin MARTIN,1986,52.449,-1.033,England,0
RIBEIRO,1986,40.075,-8.027,Portugal,0
FUTRE,1986,40.075,-8.027,Portugal,0
Chris WOODS,1986 1990,52.449,-1.033,England,0
BANDEIRINHA,1986,40.075,-8.027,Portugal,0
Gary A. STEVENS,1986,52.449,-1.033,England,0
JORGE MARTINS,1986,40.075,-8.027,Portugal,0
Peter REID,1986,52.449,-1.033,England,0
MORATO,1986,40.075,-8.027,Portugal,0
Trevor STEVEN,1986 1990,52.449,-1.033,England,0
JAIME MAGALHAES,1986,40.075,-8.027,Portugal,0
Steve HODGE,1986 1990,52.449,-1.033,England,0
JOSE ANTONIO,1986,40.075,-8.027,Portugal,0
John BARNES,1986 1990,52.449,-1.033,England,0
SOBRINHO,1986,40.075,-8.027,Portugal,0
Peter BEARDSLEY,1986 1990,52.449,-1.033,England,1
RUI AGUAS,1986,40.075,-8.027,Portugal,0
Kerry DIXON,1986,52.449,-1.033,England,0
DAMAS,1986,40.075,-8.027,Portugal,0
Gary BAILEY,1986,52.449,-1.033,England,0
Roberto FERNANDEZ,1986,-22.329,-59.099,Paraguay,0
HAMMOUDI RAAD,1986,32.338,44.269,Iraq,0
Juan TORALES,1986,-22.329,-59.099,Paraguay,0
KHALIL MOHAMED,1986,32.338,44.269,Iraq,0
Cesar ZABALA,1986,-22.329,-59.099,Paraguay,0
SHAKER NADHUM,1986,32.338,44.269,Iraq,0
Vladimiro SCHETTINA,1986,-22.329,-59.099,Paraguay,0
SHAKER SAMIR,1986,32.338,44.269,Iraq,0
Rogelio DELGADO,1986,-22.329,-59.099,Paraguay,0
HUSSEIN ALI,1986,32.338,44.269,Iraq,0
Jorge NUNEZ,1986,-22.329,-59.099,Paraguay,0
MOHAMED HARIS,1986,32.338,44.269,Iraq,0
Buenaventura FERREIRA,1986,-22.329,-59.099,Paraguay,0
Ahmed RADHI,1986,32.338,44.269,Iraq,1
Julio Cesar ROMERO,1986,-22.329,-59.099,Paraguay,2
Hussain Said MUHAMMAD,1986,32.338,44.269,Iraq,0
Roberto CABANAS,1986,-22.329,-59.099,Paraguay,2
Bassel GORGIS,1986,32.338,44.269,Iraq,0
Adolfino CANETE,1986,-22.329,-59.099,Paraguay,0
HASHEM NATIK,1986,32.338,44.269,Iraq,0
Alfredo MENDOZA,1986,-22.329,-59.099,Paraguay,0
AL ROUBAI GHANIM,1986,32.338,44.269,Iraq,0
Jorge BATTAGLIA,1986,-22.329,-59.099,Paraguay,0
Maad IBRAHIM,1986,32.338,44.269,Iraq,0
Virginio CACERES,1986,-22.329,-59.099,Paraguay,0
SADDAM KARIM,1986,32.338,44.269,Iraq,0
Luis CABALLERO,1986,-22.329,-59.099,Paraguay,0
ABDUL RAHIM,1986,32.338,44.269,Iraq,0
Eufemio CABRAL,1986,-22.329,-59.099,Paraguay,0
ALI JAMAL,1986,32.338,44.269,Iraq,0
Jorge GUASCH,1986,-22.329,-59.099,Paraguay,0
KARIM MOHAMED,1986,32.338,44.269,Iraq,0
Francisco ALCARAZ,1986,-22.329,-59.099,Paraguay,0
MAHMOUD SHAKER,1986,32.338,44.269,Iraq,0
Evaristo ISASI,1986,-22.329,-59.099,Paraguay,0
OBID ANNAD,1986,32.338,44.269,Iraq,0
Rolando CHILAVERT,1986,-22.329,-59.099,Paraguay,0
MOHAMED ISMAIL,1986,32.338,44.269,Iraq,0
Ramon HICKS,1986,-22.329,-59.099,Paraguay,0
QASSIM BASSIM,1986,32.338,44.269,Iraq,0
Faustino ALONSO,1986,-22.329,-59.099,Paraguay,0
INSAYAF ABDULFATTAH,1986,32.338,44.269,Iraq,0
Julian CORONEL,1986,-22.329,-59.099,Paraguay,0
Ahmed JASSIM,1986,32.338,44.269,Iraq,0
Trols RASMUSSEN,1986,56.214,9.335,Denmark,0
Richard GOUGH,1986 1990,57.155,-4.079,Scotland,0
Soren BUSK,1986,56.214,9.335,Denmark,0
Maurice MALPAS,1986 1990,57.155,-4.079,Scotland,0
Morten OLSEN,1986,56.214,9.335,Denmark,0
Ivan NIELSEN,1986,56.214,9.335,Denmark,0
Soren LERBY,1986,56.214,9.335,Denmark,1
Jesper OLSEN,1986,56.214,9.335,Denmark,19
Klaus BERGGREEN,1986,56.214,9.335,Denmark,0
Roy AITKEN,1986 1990,57.155,-4.079,Scotland,0
Preben ELKJAER LARSEN,1986,56.214,9.335,Denmark,4
Stephen NICOL,1986,57.155,-4.079,Scotland,0
Michael LAUDRUP,1986,56.214,9.335,Denmark,1
Charlie NICHOLAS,1986,57.155,-4.079,Scotland,0
Jens BERTELSEN,1986,56.214,9.335,Denmark,0
Frank ARNESEN,1986,56.214,9.335,Denmark,0
Eamonn BANNON,1986,57.155,-4.079,Scotland,0
John SIVEBAEK,1986,56.214,9.335,Denmark,0
Jim BETT,1986 1990,57.155,-4.079,Scotland,0
Jan MOLBY,1986,56.214,9.335,Denmark,0
Paul McSTAY,1986 1990,57.155,-4.079,Scotland,0
Per FRIMANN,1986,56.214,9.335,Denmark,0
Andy GORAM,1986 1990,57.155,-4.079,Scotland,0
Allan SIMONSEN,1986,56.214,9.335,Denmark,0
Ole QVIST,1986,56.214,9.335,Denmark,0
Arthur ALBISTON,1986,57.155,-4.079,Scotland,0
Kent NIELSEN,1986,56.214,9.335,Denmark,0
Frank McAVENNIE,1986,57.155,-4.079,Scotland,0
Flemming CHRISTENSEN,1986,56.214,9.335,Denmark,0
John ERIKSEN,1986,56.214,9.335,Denmark,1
Graeme SHARP,1986,57.155,-4.079,Scotland,0
Jan BARTRAM,1986,56.214,9.335,Denmark,0
David COOPER,1986,57.155,-4.079,Scotland,0
Henrik ANDERSEN,1986,56.214,9.335,Denmark,0
Lars HOGH,1986,56.214,9.335,Denmark,0
Fernando ALVEZ,1986 1990,-32.402,-56.043,Uruguay,0
Nelson GUTIERREZ,1986 1990,-32.402,-56.043,Uruguay,0
Eduardo ACEVEDO,1986,-32.402,-56.043,Uruguay,0
Andreas BREHME,1986 1990 1994,0,0,Germany FR,7
Victor DIOGO,1986,-32.402,-56.043,Uruguay,0
Miguel BOSSIO,1986,-32.402,-56.043,Uruguay,0
Norbert EDER,1986,0,0,Germany FR,0
Jose BATISTA,1986,-32.402,-56.043,Uruguay,0
Antonio ALZAMENDI,1986 1990,-32.402,-56.043,Uruguay,1
Rudi VOELLER,1986 1990 1994,0,0,Germany FR,8
Jorge BARRIOS,1986,-32.402,-56.043,Uruguay,0
Jorge DA SILVA,1986,-32.402,-56.043,Uruguay,0
Thomas BERTHOLD,1986 1990 1994,0,0,Germany FR,0
Enzo FRANCESCOLI,1986 1990,-32.402,-56.043,Uruguay,4
Klaus AUGENTHALER,1986 1990,0,0,Germany FR,0
Sergio SANTIN,1986,-32.402,-56.043,Uruguay,0
Klaus ALLOFS,1986,0,0,Germany FR,2
Rodolf RODRIGUEZ,1986,-32.402,-56.043,Uruguay,0
Matthias HERGET,1986,0,0,Germany FR,0
Cesar VEGA,1986,-32.402,-56.043,Uruguay,0
Alfonso PEREIRA,1986,-32.402,-56.043,Uruguay,0
Eliseo RIVERO,1986,-32.402,-56.043,Uruguay,0
Ulrich STEIN,1986,0,0,Germany FR,0
Mario SARALEGUI,1986,-32.402,-56.043,Uruguay,0
Karl ALLGOEWER,1986,0,0,Germany FR,0
Jose ZALAZAR,1986,-32.402,-56.043,Uruguay,0
Olaf THON,1986 1990 1998,0,0,Germany FR,0
Ruben PAZ,1986 1990,-32.402,-56.043,Uruguay,0
Ditmar JAKOBS,1986,0,0,Germany FR,0
Venancio RAMOS,1986,-32.402,-56.043,Uruguay,0
Uwe RAHN,1986,0,0,Germany FR,0
Carlos AGUILERA,1986 1990,-32.402,-56.043,Uruguay,0
Dieter HOENESS,1986,0,0,Germany FR,0
Wilmar CABRERA,1986,-32.402,-56.043,Uruguay,0
Wolfgang ROLFF,1986,0,0,Germany FR,0
Celso OTERO,1986,-32.402,-56.043,Uruguay,0
Andre KANA-BIYIK,1990 1994,5.125,12.621,Cameroon,0
Abel BALBO,1990 1998,-33.241,-64.657,Argentina,0
Benjamin MASSING,1990,5.125,12.621,Cameroon,0
Jose BASUALDO,1990 1994,-33.241,-64.657,Argentina,0
Bertin EBWELLE,1990,5.125,12.621,Cameroon,0
Francois OMAM-BIYIK,1990 1998,5.125,12.621,Cameroon,1
Nestor FABBRI,1990,-33.241,-64.657,Argentina,0
Emile MBOUH,1990 1994,5.125,12.621,Cameroon,0
Nestor LORENZO,1990,-33.241,-64.657,Argentina,0
Louis MFEDE,1990 1994,5.125,12.621,Cameroon,0
Roberto SENSINI,1990 1998,-33.241,-64.657,Argentina,0
Stephen TATAW,1990 1994,5.125,12.621,Cameroon,0
Victor NDIP,1990 1994,5.125,12.621,Cameroon,0
Juan SIMON,1990,-33.241,-64.657,Argentina,0
Cyrille MAKANAKY,1990,5.125,12.621,Cameroon,0
Edgardo BAUZA,1990,-33.241,-64.657,Argentina,0
Jules Denis ONANA,1990,5.125,12.621,Cameroon,0
Claudio CANIGGIA,1990 1994,-33.241,-64.657,Argentina,4
Gustavo DEZOTTI,1990,-33.241,-64.657,Argentina,0
Eugene EKEKE,1990,5.125,12.621,Cameroon,1
Sergio GOYCOCHEA,1990 1994,-33.241,-64.657,Argentina,0
Alphonse YOMBI,1990,5.125,12.621,Cameroon,0
Jean Claude PAGAL,1990,5.125,12.621,Cameroon,0
Pedro MONZON,1990,-33.241,-64.657,Argentina,1
Thomas LIBIIH,1990 1994,5.125,12.621,Cameroon,0
Boneventure DJONKEP,1990,5.125,12.621,Cameroon,0
Jose SERRIZUELA,1990,-33.241,-64.657,Argentina,0
Roger FEUTMBA,1990,5.125,12.621,Cameroon,0
Pedro TROGLIO,1990,-33.241,-64.657,Argentina,1
Emmanuel MABOANG,1990 1994,5.125,12.621,Cameroon,0
Fabian CANCELARICH,1990,-33.241,-64.657,Argentina,0
Jacques SONGOO,1990 1998,5.125,12.621,Cameroon,0
Silviu LUNG,1990,46.201,24.925,Romania,0
Mircea REDNIC,1990,46.201,24.925,Romania,0
Michael KLEIN,1990,46.201,24.925,Romania,0
Ioan ANDONE,1990,46.201,24.925,Romania,0
Iosif ROTARIU,1990,46.201,24.925,Romania,0
POPESCU GH.,1990 1994 1998,46.201,24.925,Romania,0
LACATUS,1990,46.201,24.925,Romania,2
Ioan SABAU,1990,46.201,24.925,Romania,0
Florin RADUCIOIU,1990 1994,46.201,24.925,Romania,4
Igor DOBROVOLSKYI,1990,0,0,Soviet Union,1
Daniel TIMOFTE,1990,46.201,24.925,Romania,0
Sergei GORLUKOVICH,1990 1994,0,0,Soviet Union,0
Ioan LUPESCU,1990 1994,46.201,24.925,Romania,0
Rodion CAMATARU,1990,46.201,24.925,Romania,0
Aleksandr BORODYUK,1990 1994,0,0,Soviet Union,0
HAGI,1990 1994,46.201,24.925,Romania,3
Akhrik TSVEIBA,1990,0,0,Soviet Union,0
Danut LUPU,1990,46.201,24.925,Romania,0
Vladimir LIUTYI,1990,0,0,Soviet Union,0
Bogdan STELEA,1990 1998,46.201,24.925,Romania,0
Adrian POPESCU,1990,46.201,24.925,Romania,0
Dorin MATEUT,1990,46.201,24.925,Romania,0
Andrei ZYGMANTOVICH,1990,0,0,Soviet Union,1
DUMITRESCU,1990 1994,46.201,24.925,Romania,2
Igor SHALIMOV,1990,0,0,Soviet Union,0
Gavril BALINT,1990,46.201,24.925,Romania,2
Sergei FOKIN,1990,0,0,Soviet Union,0
Emil SANDOI,1990,46.201,24.925,Romania,0
Valeri BROSHIN,1990,0,0,Soviet Union,0
Zsolt MUZSNAI,1990,46.201,24.925,Romania,0
Aleksandr UVAROV,1990,0,0,Soviet Union,0
Gheorghe LILIAC,1990,46.201,24.925,Romania,0
MUHSIN MUSABAH,1990,23.946,54.612,United Arab Emirates,0
Rene HIGUITA,1990,4.073,-72.844,Colombia,0
KHALEEL GHANIM,1990,23.946,54.612,United Arab Emirates,0
Andres ESCOBAR,1990 1994,4.073,-72.844,Colombia,0
Ali Thani JUMAA,1990,23.946,54.612,United Arab Emirates,1
Gildardo GOMEZ,1990,4.073,-72.844,Colombia,0
Mohamed ABDULLAH,1990,23.946,54.612,United Arab Emirates,0
Luis HERRERA,1990 1994,4.073,-72.844,Colombia,0
FAHAD KHAMEES,1990,23.946,54.612,United Arab Emirates,0
Gabriel GOMEZ,1990 1994,4.073,-72.844,Colombia,0
ADNAN AL TALYANI,1990,23.946,54.612,United Arab Emirates,0
Carlos VALDERRAMA,1990,4.073,-72.844,Colombia,1
HUSSAIN GHULOUM,1990,23.946,54.612,United Arab Emirates,0
Bernardo REDIN,1990,4.073,-72.844,Colombia,2
NASIR KHAMEES,1990,23.946,54.612,United Arab Emirates,0
Leonel ALVAREZ,1990 1994,4.073,-72.844,Colombia,0
IBRAHIM MEER,1990,23.946,54.612,United Arab Emirates,0
Luis Carlos PEREA,1990 1994,4.073,-72.844,Colombia,0
EISSA MEER,1990,23.946,54.612,United Arab Emirates,0
Arnoldo IGUARAN,1990,4.073,-72.844,Colombia,0
YOUSUF HUSSAIN,1990,23.946,54.612,United Arab Emirates,0
Freddy RINCON,1990,4.073,-72.844,Colombia,1
ABDULLAH MUSA,1990,23.946,54.612,United Arab Emirates,0
Eduardo NINO,1990,4.073,-72.844,Colombia,0
Hassan ABDULQADER,1990,23.946,54.612,United Arab Emirates,0
Geovanis CASSIANI,1990,4.073,-72.844,Colombia,0
Ghanim MUBARAK,1990,23.946,54.612,United Arab Emirates,0
Leon VILLA,1990,4.073,-72.844,Colombia,0
Abdullah SULTAN,1990,23.946,54.612,United Arab Emirates,0
Jose PEREZ,1990,4.073,-72.844,Colombia,0
KHALID ISMAIL,1990,23.946,54.612,United Arab Emirates,1
Carlos ESTRADA,1990,4.073,-72.844,Colombia,0
ABDULAZIZ MOHAMED,1990,23.946,54.612,United Arab Emirates,0
Miguel GUERRERO,1990,4.073,-72.844,Colombia,0
ZUHAIR BAKHEET,1990,23.946,54.612,United Arab Emirates,0
Carlos HOYOS,1990,4.073,-72.844,Colombia,0
HASSAN MOHAMED,1990,23.946,54.612,United Arab Emirates,0
Wilmer CABRERA,1990,4.073,-72.844,Colombia,0
MOHAMED SALIM,1990,23.946,54.612,United Arab Emirates,0
Luis FAJARDO,1990,4.073,-72.844,Colombia,0
FAHAD ABDULRAHMAN,1990,23.946,54.612,United Arab Emirates,0
Alexis MENDOZA,1990 1994,4.073,-72.844,Colombia,0
Abdulrahman AL HADDAD,1990,23.946,54.612,United Arab Emirates,0
Ruben HERNANDEZ,1990,4.073,-72.844,Colombia,0
Ernst AIGNER,1990,47.641,14.89,Austria,0
Robert PECL,1990,47.641,14.89,Austria,0
Riccardo FERRI,1990,44.97,10.588,Italy,0
Peter SCHOETTEL,1990 1998,47.641,14.89,Austria,0
Paolo MALDINI,1990 1998,44.97,10.588,Italy,0
Kurt RUSS,1990,47.641,14.89,Austria,0
Peter ARTNER,1990,47.641,14.89,Austria,0
Toni POLSTER,1990 1998,47.641,14.89,Austria,1
Giuseppe GIANNINI,1990,44.97,10.588,Italy,1
Manfred LINZMAIER,1990,47.641,14.89,Austria,0
Andrea CARNEVALE,1990,44.97,10.588,Italy,0
Andeas OGRIS,1990,47.641,14.89,Austria,1
Roberto DONADONI,1990 1994,44.97,10.588,Italy,0
Michael STREITER,1990,47.641,14.89,Austria,0
Andreas HERZOG,1990 1998,47.641,14.89,Austria,1
Luigi DE AGOSTINI,1990,44.97,10.588,Italy,0
Anton PFEFFER,1990 1998,47.641,14.89,Austria,0
Ciro FERRARA,1990,44.97,10.588,Italy,0
Manfred ZSAK,1990,47.641,14.89,Austria,0
Alfred HOERTNAGL,1990,47.641,14.89,Austria,0
Nicola BERTI,1990 1994,44.97,10.588,Italy,0
Michael BAUR,1990,47.641,14.89,Austria,0
Stefano TACCONI,1990,44.97,10.588,Italy,0
Gerhard RODAX,1990,47.641,14.89,Austria,1
Giancarlo MAROCCHI,1990,44.97,10.588,Italy,0
Christian KEGLEVITS,1990,47.641,14.89,Austria,0
Roberto BAGGIO,1990,44.97,10.588,Italy,2
Andreas REISINGER,1990,47.641,14.89,Austria,0
Roberto MANCINI,1990,44.97,10.588,Italy,0
Heimo PFEIFENBERGER,1990 1998,47.641,14.89,Austria,0
Salvatore SCHILLACI,1990,44.97,10.588,Italy,9
Gerald GLATZMAYER,1990,47.641,14.89,Austria,0
Michael KONSEL,1990 1998,47.641,14.89,Austria,0
Gianluca PAGLIUCA,1990 1998,44.97,10.588,Italy,0
Otto KONRAD,1990,47.641,14.89,Austria,0
Tony MEOLA,1990 1994,41.401,-97.781,USA,0
Jan STEJSKAL,1990,0,0,Czechoslovakia,0
Steve TRITTSCHUH,1990,41.401,-97.781,USA,0
Miroslav KADLEC,1990,0,0,Czechoslovakia,0
Michael WINDISCHMANN,1990,41.401,-97.781,USA,0
Ivan HASEK,1990,0,0,Czechoslovakia,1
John HARKES,1990 1994,41.401,-97.781,USA,0
Jan KOCIAN,1990,0,0,Czechoslovakia,0
Tab RAMOS,1990 1998,41.401,-97.781,USA,0
Frantisek STRAKA,1990,0,0,Czechoslovakia,0
Peter VERMES,1990,41.401,-97.781,USA,0
